flybase_gene_id	flybase_symbol	TSS.rep1.mef2_06to08h	TSS.rep2.mef2_06to08h
FBgn0025383	CG14780	0.976872842	2.059425569
FBgn0025387	CG12184	1.039608598	-0.647166376
FBgn0025388	CG12179	1.16836441	3.073147978
FBgn0025390	Mur2B	-0.314028357	-1.281881912
FBgn0025391	Scgdelta	1.81525466	2.715403704
FBgn0025394	CG32810	0.055205453	2.094897086
FBgn0025454	Cyp6g1	0.200544816	-0.628550698
FBgn0025455	CycT	1.365534926	3.711914718
FBgn0025456	CREG	-0.304983217	0.442100962
FBgn0025457	Bub3	0.71933024	2.907422476
FBgn0025458	BubR1	-0.68558722	-0.290231831
FBgn0025463	Bap60	0.88078782	3.293754392
FBgn0025469	slv	-1.81410196	-0.744027915
FBgn0025519	fidipidine	0.125955499	1.85120844
FBgn0025525	bab2	3.672403078	6.072081501
FBgn0025549	unc-119	-0.878853212	1.554906061
FBgn0025571	SF1	0.72991499	2.872207783
FBgn0025573	PpN58A	-0.451531881	0.060652873
FBgn0025574	Pli	3.378794682	5.721340086
FBgn0025582	Int6	1.40478989	3.440296466
FBgn0025592	Gyk	-0.200914277	0.955241259
FBgn0025593	Glut1	2.024387861	3.013563633
FBgn0025595	GRHR	0.543231471	0.73812378
FBgn0025608	Faf	0.295557931	2.370321051
FBgn0025612	CG3062	-1.577062763	-1.521635494
FBgn0025613	CG3081	-0.435043758	-1.034189499
FBgn0025615	torp4a	0.159902831	2.325352888
FBgn0025616	CG13359	-0.342597509	-1.116651659
FBgn0025620	CG13360	0.80144886	-0.485415306
FBgn0025621	CG16989	1.336349552	3.412815729
FBgn0025624	CG4025	0.797785646	1.699009265
FBgn0025625	CG4290	0.05096846	1.864173262
FBgn0025626	CG4281	1.007899738	3.060777625
FBgn0025627	CG4194	1.579441723	3.655396394
FBgn0025628	CG4199	0.997631402	2.758177727
FBgn0025629	CG4045	1.718393121	3.510746108
FBgn0025630	CG4061	-0.799455184	-0.078505687
FBgn0025631	moody	0.208812432	1.789473378
FBgn0025632	CG4313	0.942311396	1.832826565
FBgn0025633	CG13366	1.433353853	3.705350039
FBgn0025634	CG13367	-0.314028357	0.642340241
FBgn0025635	CG17829	-0.853393991	1.433452085
FBgn0025637	skpA	1.751801379	3.888375323
FBgn0025638	Roc1a	1.280584314	3.501043145
FBgn0025639	Suv4-20	1.261393376	3.916479894
FBgn0025640	CG13369	-0.456768529	1.442630295
FBgn0025641	DAAM	1.83587627	3.755681715
FBgn0025642	CG32812	-1.461585546	-1.416553448
FBgn0025643	CG3588	0.159902831	-1.728086371
FBgn0025644	CG14424	-1.483953359	-1.995089679
FBgn0025645	CG3598	-2.162025264	-2.201755227
FBgn0025674	CycK	0.042906188	1.192037412
FBgn0025676	CkIIalpha-i3	-1.678600789	0.24591842
FBgn0025678	CaBP1	1.302643003	3.628468067
FBgn0025679	Bteb2	1.123376955	-0.01489816
FBgn0025680	cry	-1.714566287	-1.839811454
FBgn0025681	CG3558	-0.179098777	1.600761138
FBgn0025682	scf	3.883465962	6.067948497
FBgn0025683	CG3164	3.464912756	5.622575499
FBgn0025684	CG15438	0.342318777	2.128844418
FBgn0025686	CG11592	-0.289780811	0.071651872
FBgn0025687	LKR	1.675703307	1.790954737
FBgn0025692	CG3814	1.063856144	0.641078593
FBgn0025693	CG11163	2.95589367	5.23000045
FBgn0025697	santa-maria	-0.520479235	0.247480624
FBgn0025700	CG5885	1.996179974	4.200433695
FBgn0025701	CG14709	3.296144706	5.238529998
FBgn0025702	srpk79D	-0.036494382	1.41270508
FBgn0025709	CG8083	-0.036494382	1.132234485
FBgn0025712	CG13920	1.422937237	1.745151047
FBgn0025716	Bap55	0.994289306	3.343712234
FBgn0025720	Ate1	0.449904285	1.575226046
FBgn0025724	beta'Cop	1.121281537	3.077430661
FBgn0025725	alphaCop	0.732265295	2.323555832
FBgn0025726	unc-13	-0.729065856	1.01640596
FBgn0025739	pon	0.513845733	2.989326426
FBgn0025740	plexB	-0.21666052	2.852907227
FBgn0025741	plexA	-0.86179224	1.496569102
FBgn0025742	mtm	-0.032257389	1.447745271
FBgn0025743	mbt	0.880240463	3.21219585
FBgn0025776	ind	0.941810547	1.111825525
FBgn0025777	homer	0.180366934	1.523945541
FBgn0025781	cdc16	-1.314028357	0.122536005
FBgn0025790	TBPH	1.762025883	3.917255347
FBgn0025800	Smox	0.422937237	2.540823342
FBgn0025802	Sbf	-0.655065275	-0.155630739
FBgn0025803	SNF4Agamma	3.461302534	5.629991849
FBgn0025806	Rap2l	-0.470147559	1.366130447
FBgn0025807	Rad9	-1.314028357	0.160188546
FBgn0025808	Rad17	-0.44581823	0.706470579
FBgn0025809	Paf-AHalpha	-0.144103356	1.188604229
FBgn0025814	Mgstl	0.718393121	1.507556219
FBgn0025815	Mcm6	-0.753940525	1.715403704
FBgn0025820	JTBR	0.63593096	2.170530491
FBgn0025821	I-t	-4.726809882	-1.69447209
FBgn0025825	Hdac3	-0.447779746	1.195650292
FBgn0025827	CG6421	-0.494600603	-1.132593203
FBgn0025830	CG5859	-0.167807616	1.348373976
FBgn0025832	Fen1	-1.425059669	-0.68033324
FBgn0025833	CG8910	-0.079563103	-0.842717185
FBgn0025835	CG17707	-0.577062763	-0.495163282
FBgn0025836	RhoGAP1A	0.908364064	1.863795544
FBgn0025837	CG17636	0.007899738	-1.097827785
FBgn0025838	CG2652	-0.354670342	-1.232128876
FBgn0025839	CG3621	-0.146428409	1.943509776
FBgn0025864	Crag	-0.840097169	0.649450631
FBgn0025865	Cortactin	0.488032265	2.745151047
FBgn0025866	CalpB	0.17139847	1.706470579
FBgn0025874	Meics	0.884972216	2.980864847
FBgn0025878	wrapper	-0.193734123	0.845432107
FBgn0025879	Timp	1.422937237	2.560094777
FBgn0025885	Inos	1.627757029	1.868087153
FBgn0025936	Eph	-1.850081257	0.891253539
FBgn0026015	Top3beta	1.005379746	3.613753158
FBgn0026056	Rlip	-0.285599949	1.29143308
FBgn0026058	OdsH	-1.930699718	-2.28657666
FBgn0026059	Mhcl	0.490051433	0.044711329
FBgn0026060	Mipp2	0.30746002	1.531941948
FBgn0026061	Mipp1	2.708846109	4.331246762
FBgn0026063	KP78b	3.215713222	5.734775513
FBgn0026064	KP78a	3.215713222	5.734775513
FBgn0026076	UBL3	-0.06248959	1.986578498
FBgn0026077	Gasp	1.037647081	2.163088437
FBgn0026079	CG6133	-0.051971718	2.233056269
FBgn0026080	Tip60	0.514360265	2.455800203
FBgn0026083	CG4857	0.451319038	2.632941543
FBgn0026084	cib	4.207572083	6.46364041
FBgn0026085	dgt4	0.367442124	0.998168743
FBgn0026086	Adar	1.159902831	3.423543943
FBgn0026087	CG3600	-1.293269797	-0.746702049
FBgn0026090	CG14812	1.393790891	3.135491309
FBgn0026136	CkIIbeta2	0.348936656	-1.179661457
FBgn0026141	Cdlc2	-1.425059669	-0.108746461
FBgn0026143	CDC45L	-0.898990858	1.690274719
FBgn0026144	CBP	2.656734422	4.997986036
FBgn0026147	CG16833	0.457702655	2.280028316
FBgn0026148	CG12253	-0.881917344	0.996689814
FBgn0026149	BCL7-like	-0.871510121	1.209469449
FBgn0026150	ApepP	-0.117631144	-2.682790285
FBgn0026160	tna	3.855979871	6.295971287
FBgn0026170	smt3	2.360172442	4.605788629
FBgn0026174	skpD	-2.384417685	-1.125213672
FBgn0026176	skpB	-1.336054663	-1.7691569
FBgn0026179	siz	3.188099723	5.715127087
FBgn0026181	rok	0.046561358	3.486957904
FBgn0026189	prominin-like	2.08590225	4.658063007
FBgn0026190	PH4alphaMP	-1.091635936	-1.776449393
FBgn0026192	par-6	0.251170889	2.684039533
FBgn0026196	nop5	2.025849519	4.320002232
FBgn0026197	noe	-0.255134668	-1.161739549
FBgn0026199	myoglianin	1.867969477	3.659220868
FBgn0026206	mei-P26	0.628685902	2.627196036
FBgn0026207	mbo	0.517574111	2.646472675
FBgn0026208	mbf1	1.457207139	2.370463518
FBgn0026238	gus	0.303638309	2.572511661
FBgn0026239	gukh	3.544191218	6.214759805
FBgn0026250	eIF-1A	0.691133348	3.045464419
FBgn0026252	msk	0.277331915	2.593206222
FBgn0026255	clumsy	-0.614537468	-0.42089052
FBgn0026257	cav	-0.088024682	1.205127466
FBgn0026259	eIF5B	1.966380468	3.725301271
FBgn0026261	bonsai	0.297406355	1.969976531
FBgn0026262	bip2	0.661449324	2.637100667
FBgn0026263	bip1	1.038273387	2.047979043
FBgn0026268	antdh	-0.214492684	-2.92018487
FBgn0026309	aft	-0.394198706	-0.394979352
FBgn0026313	X11L	0.592862239	1.991159351
FBgn0026314	Ugt35b	0.208812432	-0.940897579
FBgn0026315	Ugt35a	-0.214492684	0.030905529
FBgn0026316	UbcD10	-0.680685394	1.744601344
FBgn0026317	Tsc1	-1.594136276	0.20987567
FBgn0026318	Traf6	0.557866817	1.708492577
FBgn0026319	Traf4	3.553320661	5.616285416
FBgn0026320	Tom	3.902930178	6.108542941
FBgn0026323	Tak1	0.015279268	1.97386538
FBgn0026324	Taf10b	-0.041009863	0.597685496
FBgn0026326	TXBP181-like	-1.029574968	0.819009973
FBgn0026361	39329	-0.600146376	0.583131244
FBgn0026369	Sara	-0.260589098	1.644789639
FBgn0026370	SRPK	0.602643259	2.76029222
FBgn0026371	SAK	-0.600146376	1.472889376
FBgn0026372	RpL23A	0.885087332	3.780787011
FBgn0026373	RpII33	0.032147284	2.311185927
FBgn0026374	Rhp	1.118082656	3.135735503
FBgn0026375	RhoGAPp190	0.240607215	2.499675013
FBgn0026376	Rgl	3.475328435	5.323482801
FBgn0026378	Rep	-0.489599922	-0.839811454
FBgn0026379	Pten	0.301921836	2.447514877
FBgn0026380	Prosbeta3	0.422937237	2.72714254
FBgn0026384	Or59a	-0.046548046	-1.3696324
FBgn0026385	Or47b	-1.524595343	-1.341063248
FBgn0026386	Or47a	0.17139847	-0.787647599
FBgn0026388	Or46a	-0.528153162	-0.38413197
FBgn0026389	Or43a	-1.451531881	-1.320938143
FBgn0026390	Or33c	-0.314028357	-2.647166376
FBgn0026391	Or33b	-0.898990858	-1.253823948
FBgn0026392	Or33a	-0.577062763	-2.407978712
FBgn0026393	Or43b	0.193455391	-0.679587853
FBgn0026394	Or24a	-4.726809882	-1.647166376
FBgn0026395	Or23a	0.493326565	-0.921788756
FBgn0026396	Or22c	0.211433132	-0.823016211
FBgn0026397	Or22b	-1.413564031	-2.106597994
FBgn0026398	Or22a	-1.162025264	-1.946726658
FBgn0026400	Noa36	0.066793427	1.998550156
FBgn0026401	Nipped-B	-0.06738839	1.652393906
FBgn0026402	NiPp1	-1.000274194	1.569489676
FBgn0026403	Ndg	3.361936165	5.32499731
FBgn0026404	Nc	1.140537506	3.72153849
FBgn0026409	Mpcp	1.931950885	4.572295525
FBgn0026411	Lim1	2.535411966	4.690796518
FBgn0026415	Idgf4	1.487067574	2.001926462
FBgn0026417	Hus1-like	1.985760761	3.932671093
FBgn0026418	Hsc70Cb	1.78213259	4.547817717
FBgn0026427	Su(var)2-HP2	1.207208546	3.606174634
FBgn0026428	HDAC6	-0.365558658	-0.728086371
FBgn0026430	Grip84	-0.594136276	1.509175653
FBgn0026431	Grip75	-0.135553052	1.455014019
FBgn0026432	Grip163	0.830595206	1.988600496
FBgn0026433	Grip128	-0.898990858	1.084016866
FBgn0026438	Eaat2	-1.06248959	0.011796706
FBgn0026439	Eaat1	0.744865332	1.04372957
FBgn0026441	ear	0.024387861	1.962374148
FBgn0026479	Drp1	0.131705939	2.352833624
FBgn0026533	Dek	1.130544652	3.304024319
FBgn0026562	BM-40-SPARC	1.233666886	2.880192148
FBgn0026563	CG1979	-1.840097169	-1.09967858
FBgn0026565	CG1315	-0.461585546	-1.824704561
FBgn0026566	CG1307	1.178314868	3.596287661
FBgn0026567	Spase18-21	1.003984688	3.136154854
FBgn0026570	CG5704	1.181929138	0.496197799
FBgn0026573	CG8290	0.809354058	2.889281297
FBgn0026575	hang	3.103901558	5.669694602
FBgn0026576	CG5991	1.741384763	3.225740538
FBgn0026577	CG8677	1.370120539	3.648631987
FBgn0026582	CG9418	0.120374467	0.575226046
FBgn0026585	Ent2	0.390147302	2.526948855
FBgn0026592	Fie	-0.769707841	-0.465328053
FBgn0026593	CG5707	1.811979528	2.963697988
FBgn0026597	Axn	0.030267551	2.74631498
FBgn0026598	Apc2	-0.262189426	1.566314992
FBgn0026602	Ady43A	-0.898990858	-0.503802201
FBgn0026611	AGO1	1.881207733	3.933644482
FBgn0026616	alpha-Man-IIb	3.572135072	5.847889153
FBgn0026619	Taz	-0.02452174	1.039830759
FBgn0026620	tacc	2.503427155	4.403459697
FBgn0026630	nes	0.94096873	3.084079389
FBgn0026634	ldlCp	-0.100624719	1.737174326
FBgn0026666	l(1)G0136	-0.111399191	1.701728767
FBgn0026679	l(1)G0095	0.586435969	2.659888443
FBgn0026702	l(1)G0045	1.042333235	2.348318143
FBgn0026713	l(1)G0007	0.270934144	1.660262149
FBgn0026718	fu12	0.524816851	1.674761719
FBgn0026721	fat-spondin	1.665012024	2.928636126
FBgn0026722	drosha	-0.096436922	1.61114562
FBgn0026737	CG6171	-0.577062763	-0.009736455
FBgn0026738	CG7857	0.853571591	0.146382747
FBgn0026741	mRpL18	-0.477527089	1.422096287
FBgn0026749	Yippee	0.462107834	2.383079911
FBgn0026751	XRCC1	-0.975612139	0.767871124
FBgn0026753	Vha13	1.381660961	3.464544012
FBgn0026754	Ugt37c1	-1.524595343	-1.08255252
FBgn0026755	Ugt37b1	-0.577062763	-1.405193585
FBgn0026756	Ugt37a1	-1.240027776	-1.954594901
FBgn0026760	Tehao	0.323401564	-0.482107129
FBgn0026761	Trap1	-1.992100262	-0.21464145
FBgn0026777	Rad23	1.445837639	3.757076808
FBgn0026778	Rad1	-0.162025264	0.56228699
FBgn0026781	Prosalpha1		
FBgn0026787	Nhe1	0.501547072	2.589533882
FBgn0026869	Thd1	-0.144103356	2.434307686
FBgn0026872	CG14777	-0.69253998	1.186372478
FBgn0026873	MED18	-0.241459731	1.543517186
FBgn0026874	CG13358	0.007899738	-1.626988494
FBgn0026876	CG11403	0.572684357	1.771786174
FBgn0026878	CG4325	0.148314857	0.598410833
FBgn0027052	CHIP	-1.029574968	0.108211256
FBgn0027053	CSN5	0.968905606	2.22410031
FBgn0027054	CSN4	-0.091635936	1.199482847
FBgn0027055	CSN3	-0.694899253	1.220730088
FBgn0027057	CSN1b	-1.655065275	0.170995301
FBgn0027066	Eb1	2.06339485	4.301989947
FBgn0027070	CG17322	0.101009142	1.595690148
FBgn0027073	CG4302	0.703045156	0.585494381
FBgn0027074	CG17324	0.193455391	-1.266076208
FBgn0027079	Aats-val	-0.023127158	1.606174634
FBgn0027080	Aats-tyr	-0.472093203	1.274831112
FBgn0027081	Aats-thr	1.128651897	3.001759184
FBgn0027082	Aats-pro	0.278547328	0.400139339
FBgn0027083	Aats-met	-0.862464982	-1.273351539
FBgn0027084	Aats-lys	0.068506502	2.423222952
FBgn0027085	Aats-leu	-1.091635936	0.596759207
FBgn0027086	Aats-ile	1.400499848	3.750500672
FBgn0027087	Aats-his	-0.428540238	1.72525149
FBgn0027088	Aats-gly	0.659171584	3.348241488
FBgn0027090	Aats-gln	1.155557361	3.596634939
FBgn0027091	Aats-cys	0.322243237	1.560774889
FBgn0027093	Aats-arg	0.574940331	2.739508901
FBgn0027094	Aats-ala	1.073787673	3.10566454
FBgn0027095	Manf	0.325089914	2.801964322
FBgn0027101	Dyrk3	-0.407137761	2.583932741
FBgn0027103	sec10	-0.799455184	0.543164836
FBgn0027106	inx7	0.159902831	0.035976519
FBgn0027107	inx6	0.522472911	-1.969094471
FBgn0027108	inx2	3.220486965	6.289526595
FBgn0027109	npf	-2.162025264	-1.12360442
FBgn0027111	miple	2.383253536	3.637287014
FBgn0027259	Kmn1	-0.18405157	2.245368927
FBgn0027279	l(1)G0196	1.665793761	2.812265243
FBgn0027280	l(1)G0193	2.116834109	4.568699929
FBgn0027287	Gmap	3.250289068	5.856182359
FBgn0027291	l(1)G0156	0.49110874	3.246603298
FBgn0027296	l(1)G0144	0.251325859	2.397730162
FBgn0027329	Tcp-1zeta	1.292353127	3.41537509
FBgn0027330	l(1)G0020	0.145403262	2.151199763
FBgn0027334	l(1)G0004	0.68839838	3.109164543
FBgn0027335	Rip11	2.613011938	5.028982052
FBgn0027338	Kap-alpha3	0.490051433	3.007640114
FBgn0027339	jim	-0.955574386	-1.412701122
FBgn0027341	Gfat1	0.221303376	0.898267761
FBgn0027342	fz4	0.180479193	2.255766206
FBgn0027343	fz3	4.146553278	6.135263586
FBgn0027348	bgm	3.352383957	4.235476674
FBgn0027356	Amph	1.825785327	4.465356315
FBgn0027358	Tim9b	-0.049550534	1.413997487
FBgn0027359	Tim8	0.202249122	2.162011282
FBgn0027360	Tim10	1.169904223	3.722067434
FBgn0027363	Stam	0.620876615	2.423994653
FBgn0027364	Six4	2.237178545	4.563340437
FBgn0027375	RecQ5	-0.418800679	1.592021288
FBgn0027376	rha	0.088518198	-0.647166376
FBgn0027378	MRG15	-0.139482695	1.841720153
FBgn0027453	Dnz1	0.548468119	2.476954936
FBgn0027490	D12	-0.065000809	1.911254338
FBgn0027491	Cdk5alpha	-0.659524923	0.402302301
FBgn0027492	wdb	1.686762377	3.559366285
FBgn0027493	CG17273	2.752518905	5.343446046
FBgn0027495	CG8378	0.436876428	2.640875725
FBgn0027496	epsilonCOP	0.114184531	1.857138462
FBgn0027497	Madm	0.968586814	3.449695164
FBgn0027498	CG2061	0.340475077	0.352833624
FBgn0027499	wde	1.955004789	4.574296174
FBgn0027500	spd-2	0.206125848	2.152340685
FBgn0027503	CG11970	-0.53817375	2.523945541
FBgn0027504	CG8878	0.837974736	3.043590789
FBgn0027505	rab3-GAP	-0.384417685	1.937796125
FBgn0027506	EDTP	1.119260847	3.723026673
FBgn0027507	CG1344	0.753085839	2.779648291
FBgn0027508	tankyrase	1.428837839	3.478803216
FBgn0027509	CG7261	0.148314857	1.8878709
FBgn0027512	CG10254	0.516046641	1.418635683
FBgn0027513	ana2	-0.361025837	1.125087968
FBgn0027514	CG1024	0.500939749	2.438001008
FBgn0027515	CG7115	0.4517921	2.31330526
FBgn0027518	CG7609	1.03174648	2.221102926
FBgn0027521	CG3679	-0.06248959	0.047025195
FBgn0027524	CG3909	-0.496444303	1.556367018
FBgn0027525	CG7686	0.044425614	2.309441029
FBgn0027526	CG6697	-0.609484241	0.779098379
FBgn0027527	Osi6	1.13343062	2.168093744
FBgn0027528	CG9634	0.27237756	2.302368557
FBgn0027529	CG8920	1.301630941	3.388457534
FBgn0027532	CG7139	1.376143026	3.310605389
FBgn0027534	CG11006	1.128367258	3.186752151
FBgn0027535	botv	-0.079563103	1.893740945
FBgn0027537	CG11092	0.422937237	3.088689026
FBgn0027538	beta4GalNAcTA	0.658153699	2.125423128
FBgn0027539	CG5807	3.1215859	5.394427073
FBgn0027544	CG2217	0.703045156	1.276884771
FBgn0027546	CG4766	-1.04173103	-0.291022565
FBgn0027547	CG1927	1.891086073	3.510374901
FBgn0027548	nito	0.841249868	2.624366336
FBgn0027549	CG7927	-0.542297345	0.603377086
FBgn0027550	CG6495	0.335474396	-1.085287488
FBgn0027552	CG10863	2.259438505	2.438225116
FBgn0027553	NELF-B	0.683464787	2.200830531
FBgn0027554	CG8042	-0.11921218	1.239451825
FBgn0027556	CG4928	0.335474396	0.517220442
FBgn0027558	pgant3	0.576970866	2.002961172
FBgn0027559	CG3975	0.624571098	0.891502473
FBgn0027560	Tps1	0.579056439	0.014031711
FBgn0027561	CG18659	0.895005681	3.719615955
FBgn0027562	CG10345	0.05096846	-0.530352711
FBgn0027563	CG9631	-0.577062763	-0.149666716
FBgn0027564	CG3149	-0.21579652	1.937796125
FBgn0027565	CG5498	-0.297908692	0.80987865
FBgn0027567	CG8108	1.275380049	2.833326858
FBgn0027568	CG5366	-0.127259845	1.659494963
FBgn0027569	CG7207	1.071464867	2.833805394
FBgn0027570	Nep2	1.267286367	2.077869008
FBgn0027571	CG3523	1.831742783	2.978883317
FBgn0027572	CG5009	-0.089711059	1.023952769
FBgn0027574	CG5815	1.440424664	2.918937098
FBgn0027575	GABA-B-R2	1.030619814	-0.009736455
FBgn0027578	CG14526	0.685971643	0.829271668
FBgn0027579	CG5508	1.309280455	3.136124841
FBgn0027580	CG1516	2.967257753	3.998825558
FBgn0027581	CG6191	1.910665014	3.895425327
FBgn0027582	CG6230	-0.004483987	1.102182943
FBgn0027583	CG7601	-0.721452672	0.33689208
FBgn0027584	CG4757	-0.723904151	-2.129559143
FBgn0027585	CG8740	0.101009142	1.530620744
FBgn0027586	CG5867	-4.726809882	-2.939948125
FBgn0027587	CG7028	1.285433713	3.583399977
FBgn0027588	CG14476	1.060367158	3.218165948
FBgn0027589	CG1688	0.123376955	0.725877035
FBgn0027590	CG16936	3.027799295	4.864492907
FBgn0027592	MED15	0.833402007	2.875830372
FBgn0027594	drpr	2.216787895	4.307780361
FBgn0027596	CG10249	1.105747061	2.309112247
FBgn0027597	CG17712	0.110993231	2.047207342
FBgn0027598	CG31012	2.626161095	5.140360175
FBgn0027599	CG2790	0.574940331	2.915613505
FBgn0027600	obst-B	0.837974736	2.077598765
FBgn0027601	CG9009	3.355004955	5.972159319
FBgn0027602	CG8611	0.29461314	1.984270555
FBgn0027603	Ulp1	0.492899795	3.24881056
FBgn0027604	CG30494	-0.955574386	-2.501315509
FBgn0027605	Vps4	0.464357164	2.538525942
FBgn0027607	CG8230	0.89170672	2.932402866
FBgn0027608	CG2082	1.708339456	-0.062203875
FBgn0027609	morgue	1.339198356	3.531889637
FBgn0027610	CG8790	2.792731643	4.842056465
FBgn0027611	CG6206	3.828723365	5.925240418
FBgn0027615	CG6404	-0.799455184	0.285719428
FBgn0027616	YT521-B	0.740757038	2.8263972
FBgn0027617	CG5808	-0.544641285	1.640699883
FBgn0027619	Adam	0.957974512	3.154894247
FBgn0027620	Acf1	1.289670706	2.852066251
FBgn0027621	Pfrx	0.930731877	3.275665764
FBgn0027654	jdp	1.81525466	2.84408169
FBgn0027655	htt	0.487067574	0.813385783
FBgn0027657	glob1	0.629388115	1.674761719
FBgn0027660	blot	2.202547169	4.103778565
FBgn0027779	VhaSFD	2.067842278	4.338137113
FBgn0027780	U26	-1.670172167	-0.072051661
FBgn0027783	SMC2	-0.300222558	1.814647894
FBgn0027784	Prp18	-1.137777717	1.596759207
FBgn0027785	NP15.6	0.659976434	2.234189128
FBgn0027786	Mtch	0.104967156	1.539409866
FBgn0027788	Hey	-0.28333156	-0.799169469
FBgn0027790	GV1	-0.577062763	-1.726893568
FBgn0027791	O-fut2	-0.32708451	0.828567055
FBgn0027793	CG14787	1.007899738	1.772372516
FBgn0027794	CG14786	0.99612257	1.614098937
FBgn0027795	CG14785	0.422937237	-0.173235187
FBgn0027796	Gr2a	-0.384417685	-0.825503617
FBgn0027835	Dp1	2.688527348	5.352259189
FBgn0027836	Dgp-1	1.350787451	1.579748604
FBgn0027841	CstF-64	0.452994471	2.365811478
FBgn0027843	CAH2	0.278547328	1.604896912
FBgn0027844	CAH1	0.929897226	1.040889618
FBgn0027864	Ogg1	-1.065349244	0.271149827
FBgn0027865	Tsp96F	1.340901468	4.301580083
FBgn0027866	CG9776	1.025789897	2.594143259
FBgn0027868	Nup107	-0.177455304	1.56094182
FBgn0027872	rdgBbeta	1.935798689	4.339667855
FBgn0027873	Cpsf100	0.245150118	1.162011282
FBgn0027885	Aac11	1.546085468	3.587298878
FBgn0027889	ball	0.337207363	2.700545745
FBgn0027903	CG12018	-1.073488589	0.382580968
FBgn0027914	Gen	-1.374569899	-0.846475184
FBgn0027929	nimB1	0.587996483	1.32158269
FBgn0027930	MP1	1.696698049	2.434869393
FBgn0027932	Akap200	2.798181146	5.332655742
FBgn0027936	vih	0.600935539	2.680247258
FBgn0027945	ppl	0.691753995	2.10031709
FBgn0027948	msps	0.77086054	2.596211071
FBgn0027949	msb1l	-0.685315654	1.659018983
FBgn0027950	MBD-like	1.199162262	3.26939792
FBgn0027951	MTA1-like	0.894357206	3.236072952
FBgn0028274	ns3	0.292353127	2.515921196
FBgn0028292	ric8a	-0.297908692	1.980864847
FBgn0028325	l(1)G0334	0.544243533	2.399700229
FBgn0028327	l(1)G0320	3.057995067	5.495227726
FBgn0028331	l(1)G0289	1.942011802	3.745652418
FBgn0028336	l(1)G0255	0.849201992	2.309997426
FBgn0028341	l(1)G0232	1.742114721	4.477771171
FBgn0028342	l(1)G0230	0.899375281	2.756412008
FBgn0028343	l(1)G0222	0.30746002	2.456784588
FBgn0028360	l(1)G0148	2.162120656	4.59031346
FBgn0028369	kirre	-0.209330978	-0.136971643
FBgn0028370	kek3	-0.214492684	0.619937694
FBgn0028371	jbug	2.744865332	4.485775984
FBgn0028372	isopeptidase-T-3	-0.433698588	0.967543468
FBgn0028373	inx3	3.611675511	5.948277609
FBgn0028374	hug	2.247850531	2.54217608
FBgn0028375	heix	-0.255134668	2.593549651
FBgn0028377	gdl-ORF39	-1.824990276	0.24591842
FBgn0028379	fan	-1.293269797	-1.232128876
FBgn0028380	fal	0.204513718	2.523963382
FBgn0028381	decay	-2.079563103	-2.053158735
FBgn0028382	cyp33	0.400569424	-0.766465304
FBgn0028386	cic	1.448292811	3.25972422
FBgn0028387	chm	-0.67467356	2.040411192
FBgn0028394	CG17834	1.230292159	2.388109099
FBgn0028396	TotA	-4.726809882	-0.955288671
FBgn0028397	Tob	0.792171047	2.596104775
FBgn0028398	Taf10	0.197644925	1.427601393
FBgn0028399	TMS1	-0.577062763	1.15538756
FBgn0028400	Syt4	-0.494600603	-0.525860079
FBgn0028401	Snap24	0.113986996	1.07981513
FBgn0028402	Sin	0.246780282	2.077308274
FBgn0028406	Drep-4	1.759662334	3.115232386
FBgn0028407	Drep-3	-0.240027776	-0.347606094
FBgn0028408	Drep-2	-1.314028357	0.132333262
FBgn0028410	Pk34A	-1.036494382	-0.807631048
FBgn0028411	Nxt1	0.503857232	2.639843303
FBgn0028412	Mst33A	-0.857170682	-1.647166376
FBgn0028418	Leucokinin	-1.396490517	-0.885326113
FBgn0028419	Kr-h2	1.523940556	3.625434007
FBgn0028420	Kr-h1	2.496738537	4.863994825
FBgn0028421	Kap3	0.359372108	2.846648237
FBgn0028422	KaiRIA	1.270934144	2.079151974
FBgn0028424	JhI-26	1.842476129	3.435410938
FBgn0028425	JhI-21	3.505926602	5.403495436
FBgn0028426	JhI-1	0.622706749	2.704818953
FBgn0028427	Ilk	0.250984554	1.88293419
FBgn0028428	Ih	0.422937237	-1.495163282
FBgn0028429	I-2	-0.214492684	1.449406884
FBgn0028430	He	-4.726809882	-0.956494434
FBgn0028431	Glu-RIB	1.007899738	0.913134071
FBgn0028433	Ggamma30A	0.640528672	2.089799218
FBgn0028434	Ercc1	-1.22913946	-0.678875235
FBgn0028436	ECSIT	-1.100624719	-0.003859889
FBgn0028467	CG11070	-0.625425784	1.441959515
FBgn0028468	rtet	-1.270959635	-0.066118925
FBgn0028470	Patr-1	0.431707447	2.85309896
FBgn0028471	CG5720	0.467791473	2.375673601
FBgn0028473	CG8801	1.510400078	3.315706124
FBgn0028474	CG4119	1.217353103	3.372903542
FBgn0028475	Hrd3	-0.92756001	0.787236448
FBgn0028476	CG15817	0.738624392	2.734937234
FBgn0028479	CG4389	0.794193044	2.974485934
FBgn0028480	CG17841	1.665592562	4.415220523
FBgn0028481	CG4341	2.500939749	2.62393746
FBgn0028482	CG16857	0.422937237	0.471015051
FBgn0028484	Ack	0.298489866	2.206731132
FBgn0028487	f-cup	-0.456768529	-0.01997564
FBgn0028490	CG31705	0.933899156	0.986705726
FBgn0028491	CG2930	2.700921984	3.529242659
FBgn0028494	CG6424	2.53023125	3.694953049
